Attaching to mongo
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:05:39.140+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.124+00:00"},"s":"I",  "c":"STORAGE",  "id":22279,   "ctx":"SignalHandler","msg":"shutdown: removing fs lock..."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.124+00:00"},"s":"I",  "c":"-",        "id":4784931, "ctx":"SignalHandler","msg":"Dropping the scope cache for shutdown"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.124+00:00"},"s":"I",  "c":"FTDC",     "id":4784926, "ctx":"SignalHandler","msg":"Shutting down full-time data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.124+00:00"},"s":"I",  "c":"FTDC",     "id":20626,   "ctx":"SignalHandler","msg":"Shutting down full-time diagnostic data capture"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.129+00:00"},"s":"I",  "c":"CONTROL",  "id":20565,   "ctx":"SignalHandler","msg":"Now exiting"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:08:31.129+00:00"},"s":"I",  "c":"CONTROL",  "id":23138,   "ctx":"SignalHandler","msg":"Shutting down","attr":{"exitCode":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.489+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"W",  "c":"ASIO",     "id":22601,   "ctx":"main","msg":"No TransportLayer configured during NetworkInterface startup"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"I",  "c":"NETWORK",  "id":4648601, "ctx":"main","msg":"Implicit TCP FastOpen unavailable. If TCP FastOpen is required, set tcpFastOpenServer, tcpFastOpenClient, and tcpFastOpenQueueSize."}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"D1", "c":"NETWORK",  "id":22940,   "ctx":"main","msg":"file descriptor and connection resource limits","attr":{"hard":1048576,"soft":1048576,"conn":838860}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"I",  "c":"STORAGE",  "id":4615611, "ctx":"initandlisten","msg":"MongoDB starting","attr":{"pid":1,"port":27017,"dbPath":"/data/db","architecture":"64-bit","host":"6f2f1bde161b"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"I",  "c":"CONTROL",  "id":23403,   "ctx":"initandlisten","msg":"Build Info","attr":{"buildInfo":{"version":"4.4.3","gitVersion":"913d6b62acfbb344dde1b116f4161360acd8fd13","openSSLVersion":"OpenSSL 1.1.1  11 Sep 2018","modules":[],"allocator":"tcmalloc","environment":{"distmod":"ubuntu1804","distarch":"x86_64","target_arch":"x86_64"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"I",  "c":"CONTROL",  "id":51765,   "ctx":"initandlisten","msg":"Operating System","attr":{"os":{"name":"Ubuntu","version":"18.04"}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"I",  "c":"CONTROL",  "id":21951,   "ctx":"initandlisten","msg":"Options set by command line","attr":{"options":{"net":{"bindIp":"*"},"systemLog":{"verbosity":1}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.491+00:00"},"s":"D1", "c":"NETWORK",  "id":22940,   "ctx":"initandlisten","msg":"file descriptor and connection resource limits","attr":{"hard":1048576,"soft":1048576,"conn":838860}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.492+00:00"},"s":"D1", "c":"EXECUTOR", "id":23104,   "ctx":"OCSPManagerHTTP-0","msg":"Starting thread","attr":{"threadName":"OCSPManagerHTTP-0","poolName":"OCSPManagerHTTP"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.492+00:00"},"s":"I",  "c":"STORAGE",  "id":22270,   "ctx":"initandlisten","msg":"Storage engine to use detected by data files","attr":{"dbpath":"/data/db","storageEngine":"wiredTiger"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.492+00:00"},"s":"I",  "c":"STORAGE",  "id":22297,   "ctx":"initandlisten","msg":"Using the XFS filesystem is strongly recommended with the WiredTiger storage engine. See http://dochub.mongodb.org/core/prodnotes-filesystem","tags":["startupWarnings"]}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:48.492+00:00"},"s":"I",  "c":"STORAGE",  "id":22315,   "ctx":"initandlisten","msg":"Opening WiredTiger","attr":{"config":"create,cache_size=3473M,session_max=33000,eviction=(threads_min=4,threads_max=4),config_base=false,statistics=(fast),log=(enabled=true,archive=true,path=journal,compressor=snappy),file_manager=(close_idle_time=100000,close_scan_interval=10,close_handle_minimum=250),statistics_log=(wait=0),verbose=[recovery_progress,checkpoint_progress,compact_progress],"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.216+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:216497][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 21 through 22"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.261+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:261458][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 22 through 22"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.325+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:325945][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Main recovery loop: starting at 21/7424 to 22/256"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.407+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:407917][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 21 through 22"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.454+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:454759][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY_PROGRESS] Recovering log 22 through 22"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.499+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:499523][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Set global recovery timestamp: (0, 0)"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.499+00:00"},"s":"I",  "c":"STORAGE",  "id":22430,   "ctx":"initandlisten","msg":"WiredTiger message","attr":{"message":"[1613680429:499579][1:0x7f2ec6becac0], txn-recover: [WT_VERB_RECOVERY | WT_VERB_RECOVERY_PROGRESS] Set global oldest timestamp: (0, 0)"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.531+00:00"},"s":"I",  "c":"STORAGE",  "id":4795906, "ctx":"initandlisten","msg":"WiredTiger opened","attr":{"durationMillis":1039}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.531+00:00"},"s":"I",  "c":"RECOVERY", "id":23987,   "ctx":"initandlisten","msg":"WiredTiger recoveryTimestamp","attr":{"recoveryTimestamp":{"$timestamp":{"t":0,"i":0}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.531+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"WTIdleSessionSweeper","msg":"BackgroundJob starting","attr":{"threadName":"WTIdleSessionSweeper"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.531+00:00"},"s":"D1", "c":"STORAGE",  "id":22303,   "ctx":"WTIdleSessionSweeper","msg":"starting {name} thread","attr":{"name":"WTIdleSessionSweeper"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.533+00:00"},"s":"I",  "c":"STORAGE",  "id":4366408, "ctx":"initandlisten","msg":"No table logging settings modifications are required for existing WiredTiger tables","attr":{"loggingEnabled":true}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.533+00:00"},"s":"D1", "c":"STORAGE",  "id":20280,   "ctx":"initandlisten","msg":"Registering collection","attr":{"namespace":"admin.system.version","uuid":{"uuid":{"$uuid":"5b9039ca-63c1-42b9-9268-bab268f96a83"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.533+00:00"},"s":"D1", "c":"STORAGE",  "id":20280,   "ctx":"initandlisten","msg":"Registering collection","attr":{"namespace":"local.startup_log","uuid":{"uuid":{"$uuid":"26fb5821-7e9d-4031-9bfe-4ae13a63eeed"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.533+00:00"},"s":"D1", "c":"STORAGE",  "id":20280,   "ctx":"initandlisten","msg":"Registering collection","attr":{"namespace":"config.system.sessions","uuid":{"uuid":{"$uuid":"a20f8e60-d841-4b86-8004-7d4c321e3b28"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"D1", "c":"STORAGE",  "id":20280,   "ctx":"initandlisten","msg":"Registering collection","attr":{"namespace":"test.cities","uuid":{"uuid":{"$uuid":"822c5d1e-6938-4549-a858-4ba1b673c8a3"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"WTJournalFlusher","msg":"BackgroundJob starting","attr":{"threadName":"WTJournalFlusher"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"D1", "c":"STORAGE",  "id":22305,   "ctx":"WTJournalFlusher","msg":"starting {name} thread","attr":{"name":"WTJournalFlusher"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"WTCheckpointThread","msg":"BackgroundJob starting","attr":{"threadName":"WTCheckpointThread"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"D1", "c":"STORAGE",  "id":22307,   "ctx":"WTCheckpointThread","msg":"Starting thread","attr":{"threadName":"WTCheckpointThread"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.534+00:00"},"s":"I",  "c":"STORAGE",  "id":22262,   "ctx":"initandlisten","msg":"Timestamp monitor starting"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.538+00:00"},"s":"D1", "c":"STORAGE",  "id":22275,   "ctx":"initandlisten","msg":"flushing directory {dir_string}","attr":{"dir_string":"/data/db"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.541+00:00"},"s":"W",  "c":"CONTROL",  "id":22120,   "ctx":"initandlisten","msg":"Access control is not enabled for the database. Read and write access to data and configuration is unrestricted","tags":["startupWarnings"]}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":20907,   "ctx":"initandlisten","msg":"Clearing plan cache - collection info cache reset","attr":{"namespace":"admin.system.version"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"-",        "id":22546,   "ctx":"initandlisten","msg":"Reloading view catalog for database","attr":{"db":"admin"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":20907,   "ctx":"initandlisten","msg":"Clearing plan cache - collection info cache reset","attr":{"namespace":"config.system.sessions"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"-",        "id":22546,   "ctx":"initandlisten","msg":"Reloading view catalog for database","attr":{"db":"config"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":20907,   "ctx":"initandlisten","msg":"Clearing plan cache - collection info cache reset","attr":{"namespace":"local.startup_log"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"-",        "id":22546,   "ctx":"initandlisten","msg":"Reloading view catalog for database","attr":{"db":"local"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":20907,   "ctx":"initandlisten","msg":"Clearing plan cache - collection info cache reset","attr":{"namespace":"test.cities"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"-",        "id":22546,   "ctx":"initandlisten","msg":"Reloading view catalog for database","attr":{"db":"test"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":21010,   "ctx":"initandlisten","msg":"    Recovering database: {dbName}","attr":{"dbName":"admin"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.542+00:00"},"s":"D1", "c":"STORAGE",  "id":21010,   "ctx":"initandlisten","msg":"    Recovering database: {dbName}","attr":{"dbName":"config"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"D1", "c":"STORAGE",  "id":21010,   "ctx":"initandlisten","msg":"    Recovering database: {dbName}","attr":{"dbName":"local"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"D1", "c":"STORAGE",  "id":21010,   "ctx":"initandlisten","msg":"    Recovering database: {dbName}","attr":{"dbName":"test"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"D1", "c":"STORAGE",  "id":21017,   "ctx":"initandlisten","msg":"done repairDatabases"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"I",  "c":"STORAGE",  "id":20536,   "ctx":"initandlisten","msg":"Flow Control is enabled on this deployment"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"initandlisten","msg":"Slow query","attr":{"type":"command","ns":"admin.system.roles","command":{"find":"system.roles","readConcern":{},"$db":"admin"},"planSummary":"EOF","keysExamined":0,"docsExamined":0,"cursorExhausted":true,"numYields":0,"nreturned":0,"reslen":107,"locks":{"ReplicationStateTransition":{"acquireCount":{"w":1}},"Global":{"acquireCount":{"r":1}},"Database":{"acquireCount":{"r":1}},"Collection":{"acquireCount":{"r":2}},"Mutex":{"acquireCount":{"r":1}}},"readConcern":{"provenance":"clientSupplied"},"storage":{"data":{"bytesRead":176,"timeReadingMicros":9}},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"D1", "c":"ACCESS",   "id":20227,   "ctx":"initandlisten","msg":"There were no users to pin, not starting tracker thread"}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.543+00:00"},"s":"D1", "c":"EXECUTOR", "id":23104,   "ctx":"AuthorizationManager-0","msg":"Starting thread","attr":{"threadName":"AuthorizationManager-0","poolName":"AuthorizationManager"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.544+00:00"},"s":"I",  "c":"FTDC",     "id":20625,   "ctx":"initandlisten","msg":"Initializing full-time diagnostic data capture","attr":{"dataDirectory":"/data/db/diagnostic.data"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.544+00:00"},"s":"D1", "c":"EXECUTOR", "id":23104,   "ctx":"FreeMonHTTP-0","msg":"Starting thread","attr":{"threadName":"FreeMonHTTP-0","poolName":"FreeMonHTTP"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.544+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"TTLMonitor","msg":"BackgroundJob starting","attr":{"threadName":"TTLMonitor"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.544+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"ClientCursorMonitor","msg":"BackgroundJob starting","attr":{"threadName":"ClientCursorMonitor"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.545+00:00"},"s":"D1", "c":"COMMAND",  "id":23098,   "ctx":"PeriodicTaskRunner","msg":"BackgroundJob starting","attr":{"threadName":"PeriodicTaskRunner"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.545+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"LogicalSessionCacheRefresh","msg":"Slow query","attr":{"type":"command","ns":"config.system.sessions","command":{"listIndexes":"system.sessions","cursor":{},"$db":"config"},"numYields":0,"reslen":245,"locks":{"ReplicationStateTransition":{"acquireCount":{"w":1}},"Global":{"acquireCount":{"r":1}},"Database":{"acquireCount":{"r":1}},"Collection":{"acquireCount":{"r":1}},"Mutex":{"acquireCount":{"r":1}}},"storage":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.546+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"/tmp/mongodb-27017.sock"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.546+00:00"},"s":"I",  "c":"NETWORK",  "id":23015,   "ctx":"listener","msg":"Listening on","attr":{"address":"0.0.0.0"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.546+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"LogicalSessionCacheReap","msg":"Slow query","attr":{"type":"command","ns":"config.system.sessions","command":{"listIndexes":"system.sessions","cursor":{},"$db":"config"},"numYields":0,"reslen":245,"locks":{"ReplicationStateTransition":{"acquireCount":{"w":1}},"Global":{"acquireCount":{"r":1}},"Database":{"acquireCount":{"r":1}},"Collection":{"acquireCount":{"r":1}},"Mutex":{"acquireCount":{"r":1}}},"storage":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.546+00:00"},"s":"I",  "c":"NETWORK",  "id":23016,   "ctx":"listener","msg":"Waiting for connections","attr":{"port":27017,"ssl":"off"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:33:49.546+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"LogicalSessionCacheReap","msg":"Slow query","attr":{"type":"command","ns":"config.transactions","command":{"find":"transactions","filter":{"lastWriteDate":{"$lt":{"$date":"2021-02-18T20:03:49.546Z"}}},"projection":{"_id":1},"sort":{"_id":1},"readConcern":{},"$db":"config"},"planSummary":"EOF","keysExamined":0,"docsExamined":0,"cursorExhausted":true,"numYields":0,"nreturned":0,"reslen":108,"locks":{"ReplicationStateTransition":{"acquireCount":{"w":1}},"Global":{"acquireCount":{"r":1}},"Database":{"acquireCount":{"r":1}},"Collection":{"acquireCount":{"r":2}},"Mutex":{"acquireCount":{"r":1}}},"readConcern":{"provenance":"clientSupplied"},"storage":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:19.543+00:00"},"s":"D1", "c":"EXECUTOR", "id":23106,   "ctx":"AuthorizationManager-0","msg":"Reaping this thread","attr":{"nextThreadRetirementDate":{"$date":"2021-02-18T20:34:49.543Z"}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:19.543+00:00"},"s":"D1", "c":"EXECUTOR", "id":23105,   "ctx":"AuthorizationManager-0","msg":"Shutting down thread","attr":{"threadName":"AuthorizationManager-0","poolName":"AuthorizationManager"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.343+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.1:48184","connectionId":1,"connectionCount":1}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.359+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn1","msg":"client metadata","attr":{"remote":"172.20.0.1:48184","client":"conn1","doc":{"application":{"name":"MongoDB Shell"},"driver":{"name":"MongoDB Internal Client","version":"3.6.8"},"os":{"type":"Linux","name":"Ubuntu","architecture":"x86_64","version":"20.04"}}}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.359+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"admin.$cmd","appName":"MongoDB Shell","command":{"isMaster":1,"client":{"application":{"name":"MongoDB Shell"},"driver":{"name":"MongoDB Internal Client","version":"3.6.8"},"os":{"type":"Linux","name":"Ubuntu","architecture":"x86_64","version":"20.04"}},"$db":"admin"},"numYields":0,"reslen":319,"locks":{},"protocol":"op_query","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.359+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":485}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.360+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"admin.$cmd","appName":"MongoDB Shell","command":{"whatsmyuri":1,"$db":"admin"},"numYields":0,"reslen":64,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.360+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":486}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.363+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"admin.$cmd","appName":"MongoDB Shell","command":{"buildinfo":1.0,"$db":"admin"},"numYields":0,"reslen":1790,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.363+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":487}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.364+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"test.$cmd","appName":"MongoDB Shell","command":{"buildInfo":1.0,"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"test"},"numYields":0,"reslen":1790,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.364+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":488}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.364+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"test.$cmd","appName":"MongoDB Shell","command":{"isMaster":1.0,"forShell":1.0,"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"test"},"numYields":0,"reslen":304,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.364+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":489}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.365+00:00"},"s":"D1", "c":"-",        "id":23074,   "ctx":"conn1","msg":"User assertion","attr":{"error":"NoReplicationEnabled: not running with --replSet","file":"src/mongo/db/repl/repl_set_get_status_cmd.cpp","line":56}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.365+00:00"},"s":"D1", "c":"COMMAND",  "id":21962,   "ctx":"conn1","msg":"Assertion while executing command","attr":{"command":"replSetGetStatus","db":"admin","commandArgs":{"replSetGetStatus":1.0,"forShell":1.0,"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"admin"},"error":"NoReplicationEnabled: not running with --replSet"}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.365+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"admin.$cmd","appName":"MongoDB Shell","command":{"replSetGetStatus":1.0,"forShell":1.0,"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"admin"},"numYields":0,"ok":0,"errMsg":"not running with --replSet","errName":"NoReplicationEnabled","errCode":76,"reslen":122,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.365+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":490}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.366+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"test.cities","appName":"MongoDB Shell","command":{"find":"cities","filter":{},"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"test"},"planSummary":"COLLSCAN","keysExamined":0,"docsExamined":2,"cursorExhausted":true,"numYields":0,"nreturned":2,"reslen":224,"locks":{"ReplicationStateTransition":{"acquireCount":{"w":1}},"Global":{"acquireCount":{"r":1}},"Database":{"acquireCount":{"r":1}},"Collection":{"acquireCount":{"r":1}},"Mutex":{"acquireCount":{"r":1}}},"storage":{"data":{"bytesRead":164,"timeReadingMicros":8}},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.366+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":491}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.368+00:00"},"s":"I",  "c":"COMMAND",  "id":51803,   "ctx":"conn1","msg":"Slow query","attr":{"type":"command","ns":"test.$cmd","appName":"MongoDB Shell","command":{"isMaster":1.0,"forShell":1.0,"lsid":{"id":{"$uuid":"04d47260-7da8-4599-b6cd-2333c31f02a4"}},"$db":"test"},"numYields":0,"reslen":304,"locks":{},"protocol":"op_msg","durationMillis":0}}
[36mmongo       |[0m {"t":{"$date":"2021-02-18T20:34:27.368+00:00"},"s":"D1", "c":"QUERY",    "id":22790,   "ctx":"conn1","msg":"Received interrupt request for unknown op","attr":{"opId":492}}
